,URL,HomeTeam,AwayTeam,Quarter,SecLeft,HomePlay,AwayPlay,HomeScore,AwayScore,Shooter,ShotType,ShotOutcome,Blocker,FoulType,Fouler,Fouled,Rebounder,ReboundType,FreeThrowShooter,FreeThrowOutcome,FreeThrowNum,EnterGame,LeaveGame,TurnoverPlayer,TurnoverType
0,04210LAC,LAC,GSW,1,720,,Jump ball: A. Bogut vs. J. Green (D. Green gains possession),0,0,,,,,,,,,,,,,,,,
1,04210LAC,LAC,GSW,1,701,,Def 3 sec tech foul by Team,0,0,,,,,def 3 sec tech,Team ,,,,,,,,,,
2,04210LAC,LAC,GSW,1,696,,D. Green misses 3-pt jump shot from 25 ft,0,1,D. Green ,3.0,0,,,,,,,,,,,,,
3,04210LAC,LAC,GSW,1,693,Defensive rebound by P. Beverley,,0,1,,,,,,,,P. Beverley ,defensive,,,,,,,
4,04210LAC,LAC,GSW,1,688,Turnover by S. Gilgeous-Alexander (bad pass; steal by K. Durant),,0,1,,,,,,,,,,,,,,,S. Gilgeous-Alexander ,steal
5,04210LAC,LAC,GSW,1,678,,Turnover by D. Green (bad pass; steal by S. Gilgeous-Alexander),0,1,,,,,,,,,,,,,,,D. Green ,steal
6,04210LAC,LAC,GSW,1,674,S. Gilgeous-Alexander makes 2-pt layup from 2 ft,,2,1,S. Gilgeous-Alexander ,2.0,1,,,,,,,,,,,,,
7,04210LAC,LAC,GSW,1,655,,K. Thompson makes 2-pt jump shot from 16 ft (assist by A. Bogut),2,3,K. Thompson ,2.0,1,,,,,,,,,,,,,
8,04210LAC,LAC,GSW,1,642,S. Gilgeous-Alexander makes 2-pt jump shot from 16 ft,,4,3,S. Gilgeous-Alexander ,2.0,1,,,,,,,,,,,,,
9,04210LAC,LAC,GSW,1,632,,A. Bogut misses 2-pt hook shot from 12 ft,4,3,A. Bogut ,2.0,0,,,,,,,,,,,,,
10,04210LAC,LAC,GSW,1,629,Defensive rebound by P. Beverley,,4,3,,,,,,,,P. Beverley ,defensive,,,,,,,
11,04210LAC,LAC,GSW,1,623,D. Gallinari misses 2-pt layup from 3 ft,,4,3,D. Gallinari ,2.0,0,,,,,,,,,,,,,
12,04210LAC,LAC,GSW,1,621,,Defensive rebound by K. Durant,4,3,,,,,,,,K. Durant ,defensive,,,,,,,
13,04210LAC,LAC,GSW,1,619,,Personal take foul by S. Gilgeous-Alexander (drawn by S. Curry),4,3,,,,,personal take,S. Gilgeous-Alexander ,S. Curry ,,,,,,,,,
14,04210LAC,LAC,GSW,1,608,,S. Curry misses 3-pt jump shot from 25 ft,4,3,S. Curry ,3.0,0,,,,,,,,,,,,,
15,04210LAC,LAC,GSW,1,606,Defensive rebound by P. Beverley,,4,3,,,,,,,,P. Beverley ,defensive,,,,,,,
16,04210LAC,LAC,GSW,1,602,L. Shamet misses 3-pt jump shot from 24 ft,,4,3,L. Shamet ,3.0,0,,,,,,,,,,,,,
17,04210LAC,LAC,GSW,1,598,,Defensive rebound by K. Durant,4,3,,,,,,,,K. Durant ,defensive,,,,,,,
18,04210LAC,LAC,GSW,1,589,,A. Bogut makes 2-pt dunk from 3 ft,4,5,A. Bogut ,2.0,1,,,,,,,,,,,,,
19,04210LAC,LAC,GSW,1,570,Personal foul by S. Curry (drawn by J. Green),,4,5,,,,,personal,S. Curry ,J. Green ,,,,,,,,,
20,04210LAC,LAC,GSW,1,561,P. Beverley misses 2-pt layup from 2 ft,,4,5,P. Beverley ,2.0,0,,,,,,,,,,,,,
21,04210LAC,LAC,GSW,1,559,,Defensive rebound by D. Green,4,5,,,,,,,,D. Green ,defensive,,,,,,,
22,04210LAC,LAC,GSW,1,559,,Shooting foul by L. Shamet (drawn by D. Green),4,5,,,,,shooting,L. Shamet ,D. Green ,,,,,,,,,
23,04210LAC,LAC,GSW,1,559,,D. Green makes free throw 1 of 2,4,6,,,,,,,,,,D. Green ,1,1 of 2,,,,
24,04210LAC,LAC,GSW,1,559,,D. Green makes free throw 2 of 2,4,7,,,,,,,,,,D. Green ,1,2 of 2,,,,
25,04210LAC,LAC,GSW,1,547,S. Gilgeous-Alexander makes 3-pt jump shot from 26 ft (assist by L. Shamet),,7,7,S. Gilgeous-Alexander ,3.0,1,,,,,,,,,,,,,
26,04210LAC,LAC,GSW,1,543,,D. Green misses 2-pt dunk from 1 ft (block by P. Beverley),7,7,D. Green ,2.0,0,P. Beverley ,,,,,,,,,,,,
27,04210LAC,LAC,GSW,1,543,,Offensive rebound by Team,7,7,,,,,,,,Team ,offensive,,,,,,,
28,04210LAC,LAC,GSW,1,537,,K. Durant makes 2-pt jump shot from 16 ft (assist by A. Bogut),7,9,K. Durant ,2.0,1,,,,,,,,,,,,,
29,04210LAC,LAC,GSW,1,523,D. Gallinari misses 3-pt jump shot from 27 ft,,7,9,D. Gallinari ,3.0,0,,,,,,,,,,,,,
30,04210LAC,LAC,GSW,1,520,,Defensive rebound by D. Green,7,9,,,,,,,,D. Green ,defensive,,,,,,,
31,04210LAC,LAC,GSW,1,513,,Personal foul by D. Gallinari (drawn by S. Curry),7,9,,,,,personal,D. Gallinari ,S. Curry ,,,,,,,,,
32,04210LAC,LAC,GSW,1,500,,K. Durant makes 2-pt jump shot from 21 ft,7,11,K. Durant ,2.0,1,,,,,,,,,,,,,
33,04210LAC,LAC,GSW,1,482,D. Gallinari misses 2-pt layup from 3 ft,,7,11,D. Gallinari ,2.0,0,,,,,,,,,,,,,
34,04210LAC,LAC,GSW,1,480,Offensive rebound by Team,,7,11,,,,,,,,Team ,offensive,,,,,,,
35,04210LAC,LAC,GSW,1,475,L. Shamet misses 3-pt jump shot from 25 ft,,7,11,L. Shamet ,3.0,0,,,,,,,,,,,,,
36,04210LAC,LAC,GSW,1,473,,Defensive rebound by S. Curry,7,11,,,,,,,,S. Curry ,defensive,,,,,,,
37,04210LAC,LAC,GSW,1,467,,K. Thompson makes 2-pt jump shot from 14 ft (assist by S. Curry),7,13,K. Thompson ,2.0,1,,,,,,,,,,,,,
38,04210LAC,LAC,GSW,1,454,Personal foul by K. Durant (drawn by L. Shamet),,7,13,,,,,personal,K. Durant ,L. Shamet ,,,,,,,,,
39,04210LAC,LAC,GSW,1,444,S. Gilgeous-Alexander misses 3-pt jump shot from 27 ft,,7,13,S. Gilgeous-Alexander ,3.0,0,,,,,,,,,,,,,
40,04210LAC,LAC,GSW,1,438,,Defensive rebound by K. Durant,7,13,,,,,,,,K. Durant ,defensive,,,,,,,
41,04210LAC,LAC,GSW,1,424,,K. Durant misses 2-pt jump shot from 15 ft,7,13,K. Durant ,2.0,0,,,,,,,,,,,,,
42,04210LAC,LAC,GSW,1,421,Defensive rebound by D. Gallinari,,7,13,,,,,,,,D. Gallinari ,defensive,,,,,,,
43,04210LAC,LAC,GSW,1,411,D. Gallinari misses 3-pt jump shot from 26 ft,,7,13,D. Gallinari ,3.0,0,,,,,,,,,,,,,
44,04210LAC,LAC,GSW,1,410,,Defensive rebound by S. Curry,7,13,,,,,,,,S. Curry ,defensive,,,,,,,
45,04210LAC,LAC,GSW,1,404,,S. Curry misses 3-pt jump shot from 28 ft,7,13,S. Curry ,3.0,0,,,,,,,,,,,,,
46,04210LAC,LAC,GSW,1,400,Defensive rebound by P. Beverley,,7,13,,,,,,,,P. Beverley ,defensive,,,,,,,
47,04210LAC,LAC,GSW,1,391,J. Green makes 3-pt jump shot from 26 ft (assist by P. Beverley),,10,13,J. Green ,3.0,1,,,,,,,,,,,,,
48,04210LAC,LAC,GSW,1,377,,K. Thompson makes 2-pt layup from 1 ft (assist by K. Durant),10,15,K. Thompson ,2.0,1,,,,,,,,,,,,,
49,04210LAC,LAC,GSW,1,356,S. Gilgeous-Alexander makes 2-pt layup from 2 ft (assist by P. Beverley),,12,15,S. Gilgeous-Alexander ,2.0,1,,,,,,,,,,,,,
50,04210LAC,LAC,GSW,1,356,,K. Looney enters the game for A. Bogut,12,15,,,,,,,,,,,,,K. Looney - GSW,A. Bogut - GSW,,
51,04210LAC,LAC,GSW,1,336,,Offensive foul by S. Curry (drawn by P. Beverley),12,15,,,,,offensive,S. Curry ,P. Beverley ,,,,,,,,,
52,04210LAC,LAC,GSW,1,336,,Turnover by S. Curry (offensive foul),12,15,,,,,,,,,,,,,,,S. Curry ,common_tov
53,04210LAC,LAC,GSW,1,319,Shooting foul by D. Green (drawn by S. Gilgeous-Alexander),,12,15,,,,,shooting,D. Green ,S. Gilgeous-Alexander ,,,,,,,,,
54,04210LAC,LAC,GSW,1,319,S. Gilgeous-Alexander makes free throw 1 of 2,,13,15,,,,,,,,,,S. Gilgeous-Alexander ,1,1 of 2,,,,
55,04210LAC,LAC,GSW,1,319,S. Gilgeous-Alexander makes free throw 2 of 2,,14,15,,,,,,,,,,S. Gilgeous-Alexander ,1,2 of 2,,,,
56,04210LAC,LAC,GSW,1,306,,K. Thompson makes 2-pt jump shot from 7 ft (assist by K. Looney),14,17,K. Thompson ,2.0,1,,,,,,,,,,,,,
57,04210LAC,LAC,GSW,1,284,D. Gallinari misses 2-pt layup from 1 ft,,14,17,D. Gallinari ,2.0,0,,,,,,,,,,,,,
58,04210LAC,LAC,GSW,1,284,Offensive rebound by Team,,14,17,,,,,,,,Team ,offensive,,,,,,,
59,04210LAC,LAC,GSW,1,284,,Loose ball foul by K. Looney (drawn by D. Gallinari),14,17,,,,,loose ball,K. Looney ,D. Gallinari ,,,,,,,,,
60,04210LAC,LAC,GSW,1,284,,A. Iguodala enters the game for S. Curry,14,17,,,,,,,,,,,,,A. Iguodala - GSW,S. Curry - GSW,,
61,04210LAC,LAC,GSW,1,273,S. Gilgeous-Alexander makes 3-pt jump shot from 26 ft (assist by D. Gallinari),,17,17,S. Gilgeous-Alexander ,3.0,1,,,,,,,,,,,,,
62,04210LAC,LAC,GSW,1,258,,K. Thompson makes 3-pt jump shot from 25 ft (assist by D. Green),17,20,K. Thompson ,3.0,1,,,,,,,,,,,,,
63,04210LAC,LAC,GSW,1,236,P. Beverley makes 3-pt jump shot from 27 ft (assist by S. Gilgeous-Alexander),,20,20,P. Beverley ,3.0,1,,,,,,,,,,,,,
64,04210LAC,LAC,GSW,1,224,M. Harrell enters the game for J. Green,,20,20,,,,,,,,,,,,,M. Harrell - LAC,J. Green - LAC,,
65,04210LAC,LAC,GSW,1,224,L. Williams enters the game for L. Shamet,,20,20,,,,,,,,,,,,,L. Williams - LAC,L. Shamet - LAC,,
66,04210LAC,LAC,GSW,1,215,,A. Iguodala misses 2-pt jump shot from 16 ft,20,20,A. Iguodala ,2.0,0,,,,,,,,,,,,,
67,04210LAC,LAC,GSW,1,212,Defensive rebound by D. Gallinari,,20,20,,,,,,,,D. Gallinari ,defensive,,,,,,,
68,04210LAC,LAC,GSW,1,207,P. Beverley makes 2-pt layup from 2 ft,,22,20,P. Beverley ,2.0,1,,,,,,,,,,,,,
69,04210LAC,LAC,GSW,1,195,,D. Green makes 2-pt jump shot from 8 ft (assist by K. Durant),22,22,D. Green ,2.0,1,,,,,,,,,,,,,
70,04210LAC,LAC,GSW,1,167,P. Beverley misses 2-pt jump shot from 5 ft,,22,22,P. Beverley ,2.0,0,,,,,,,,,,,,,
71,04210LAC,LAC,GSW,1,164,,Defensive rebound by K. Looney,22,22,,,,,,,,K. Looney ,defensive,,,,,,,
72,04210LAC,LAC,GSW,1,153,,K. Durant misses 2-pt jump shot from 18 ft,22,22,K. Durant ,2.0,0,,,,,,,,,,,,,
73,04210LAC,LAC,GSW,1,151,,Offensive rebound by A. Iguodala,22,22,,,,,,,,A. Iguodala ,offensive,,,,,,,
74,04210LAC,LAC,GSW,1,149,,K. Thompson makes 3-pt jump shot from 30 ft (assist by A. Iguodala),22,25,K. Thompson ,3.0,1,,,,,,,,,,,,,
75,04210LAC,LAC,GSW,1,121,D. Gallinari misses 2-pt jump shot from 14 ft,,22,25,D. Gallinari ,2.0,0,,,,,,,,,,,,,
76,04210LAC,LAC,GSW,1,118,,Defensive rebound by K. Looney,22,25,,,,,,,,K. Looney ,defensive,,,,,,,
77,04210LAC,LAC,GSW,1,110,,K. Durant misses 2-pt jump shot from 21 ft,22,25,K. Durant ,2.0,0,,,,,,,,,,,,,
78,04210LAC,LAC,GSW,1,107,,Offensive rebound by K. Looney,22,25,,,,,,,,K. Looney ,offensive,,,,,,,
79,04210LAC,LAC,GSW,1,104,,K. Thompson makes 3-pt jump shot from 28 ft (assist by K. Looney),22,28,K. Thompson ,3.0,1,,,,,,,,,,,,,
80,04210LAC,LAC,GSW,1,80,S. Gilgeous-Alexander misses 2-pt layup from 3 ft,,22,28,S. Gilgeous-Alexander ,2.0,0,,,,,,,,,,,,,
81,04210LAC,LAC,GSW,1,79,,Defensive rebound by K. Looney,22,28,,,,,,,,K. Looney ,defensive,,,,,,,
82,04210LAC,LAC,GSW,1,74,,K. Thompson misses 2-pt jump shot from 23 ft,22,28,K. Thompson ,2.0,0,,,,,,,,,,,,,
83,04210LAC,LAC,GSW,1,71,Defensive rebound by D. Gallinari,,22,28,,,,,,,,D. Gallinari ,defensive,,,,,,,
84,04210LAC,LAC,GSW,1,66,S. Gilgeous-Alexander misses 3-pt jump shot from 26 ft,,22,28,S. Gilgeous-Alexander ,3.0,0,,,,,,,,,,,,,
85,04210LAC,LAC,GSW,1,62,,Defensive rebound by K. Looney,22,28,,,,,,,,K. Looney ,defensive,,,,,,,
86,04210LAC,LAC,GSW,1,51,,K. Thompson misses 2-pt jump shot from 16 ft,22,28,K. Thompson ,2.0,0,,,,,,,,,,,,,
87,04210LAC,LAC,GSW,1,49,Defensive rebound by L. Williams,,22,28,,,,,,,,L. Williams ,defensive,,,,,,,
88,04210LAC,LAC,GSW,1,38,M. Harrell misses 2-pt layup from 2 ft (block by D. Green),,22,28,M. Harrell ,2.0,0,D. Green ,,,,,,,,,,,,
89,04210LAC,LAC,GSW,1,36,,Defensive rebound by D. Green,22,28,,,,,,,,D. Green ,defensive,,,,,,,
90,04210LAC,LAC,GSW,1,33,,K. Thompson misses 2-pt jump shot from 12 ft,22,28,K. Thompson ,2.0,0,,,,,,,,,,,,,
91,04210LAC,LAC,GSW,1,33,,Offensive rebound by Team,22,28,,,,,,,,Team ,offensive,,,,,,,
92,04210LAC,LAC,GSW,1,33,Loose ball foul by S. Gilgeous-Alexander (drawn by K. Durant),,22,28,,,,,loose ball,S. Gilgeous-Alexander ,K. Durant ,,,,,,,,,
93,04210LAC,LAC,GSW,1,33,,A. McKinnie enters the game for K. Thompson,22,28,,,,,,,,,,,,,A. McKinnie - GSW,K. Thompson - GSW,,
94,04210LAC,LAC,GSW,1,33,W. Chandler enters the game for P. Beverley,,22,28,,,,,,,,,,,,,W. Chandler - LAC,P. Beverley - LAC,,
95,04210LAC,LAC,GSW,1,33,J. Robinson enters the game for D. Gallinari,,22,28,,,,,,,,,,,,,J. Robinson - LAC,D. Gallinari - LAC,,
96,04210LAC,LAC,GSW,1,33,G. Temple enters the game for S. Gilgeous-Alexander,,22,28,,,,,,,,,,,,,G. Temple - LAC,S. Gilgeous-Alexander - LAC,,
97,04210LAC,LAC,GSW,1,27,,K. Durant makes 2-pt jump shot from 15 ft,22,30,K. Durant ,2.0,1,,,,,,,,,,,,,
98,04210LAC,LAC,GSW,1,8,J. Robinson misses 2-pt layup from 2 ft,,22,30,J. Robinson ,2.0,0,,,,,,,,,,,,,
99,04210LAC,LAC,GSW,1,6,,Defensive rebound by D. Green,22,30,,,,,,,,D. Green ,defensive,,,,,,,
100,04210LAC,LAC,GSW,1,6,,Personal take foul by W. Chandler (drawn by K. Durant),22,30,,,,,personal take,W. Chandler ,K. Durant ,,,,,,,,,
101,04210LAC,LAC,GSW,1,6,,K. Durant makes free throw 1 of 2,22,31,,,,,,,,,,K. Durant ,1,1 of 2,,,,
102,04210LAC,LAC,GSW,1,6,,S. Livingston enters the game for D. Green,22,31,,,,,,,,,,,,,S. Livingston - GSW,D. Green - GSW,,
103,04210LAC,LAC,GSW,1,6,,K. Durant makes free throw 2 of 2,22,32,,,,,,,,,,K. Durant ,1,2 of 2,,,,
104,04210LAC,LAC,GSW,1,1,W. Chandler misses 3-pt jump shot from 27 ft,,22,32,W. Chandler ,3.0,0,,,,,,,,,,,,,
105,04210LAC,LAC,GSW,1,1,Offensive rebound by Team,,22,32,,,,,,,,Team ,offensive,,,,,,,
106,04210LAC,LAC,GSW,1,0,,End of 1st quarter,22,32,,,,,,,,,,,,,,,,
107,04210LAC,LAC,GSW,2,708,Shooting foul by A. Bogut (drawn by W. Chandler),,22,32,,,,,shooting,A. Bogut ,W. Chandler ,,,,,,,,,
108,04210LAC,LAC,GSW,2,708,W. Chandler makes free throw 1 of 2,,23,32,,,,,,,,,,W. Chandler ,1,1 of 2,,,,
109,04210LAC,LAC,GSW,2,708,W. Chandler makes free throw 2 of 2,,24,32,,,,,,,,,,W. Chandler ,1,2 of 2,,,,
110,04210LAC,LAC,GSW,2,688,,A. Iguodala makes 3-pt jump shot from 26 ft,24,35,A. Iguodala ,3.0,1,,,,,,,,,,,,,
111,04210LAC,LAC,GSW,2,670,W. Chandler makes 2-pt jump shot from 13 ft,,26,35,W. Chandler ,2.0,1,,,,,,,,,,,,,
112,04210LAC,LAC,GSW,2,658,,Offensive foul by A. Bogut (drawn by G. Temple),26,35,,,,,offensive,A. Bogut ,G. Temple ,,,,,,,,,
113,04210LAC,LAC,GSW,2,658,,Turnover by A. Bogut (offensive foul),26,35,,,,,,,,,,,,,,,A. Bogut ,common_tov
114,04210LAC,LAC,GSW,2,637,W. Chandler misses 3-pt jump shot from 27 ft,,26,35,W. Chandler ,3.0,0,,,,,,,,,,,,,
115,04210LAC,LAC,GSW,2,634,,Defensive rebound by A. Bogut,26,35,,,,,,,,A. Bogut ,defensive,,,,,,,
116,04210LAC,LAC,GSW,2,627,,Turnover by A. Bogut (bad pass; steal by J. Robinson),26,35,,,,,,,,,,,,,,,A. Bogut ,steal
117,04210LAC,LAC,GSW,2,615,M. Harrell makes 2-pt dunk from 4 ft (assist by J. Robinson),,28,35,M. Harrell ,2.0,1,,,,,,,,,,,,,
118,04210LAC,LAC,GSW,2,597,,S. Curry misses 3-pt jump shot from 26 ft,28,35,S. Curry ,3.0,0,,,,,,,,,,,,,
119,04210LAC,LAC,GSW,2,594,Defensive rebound by G. Temple,,28,35,,,,,,,,G. Temple ,defensive,,,,,,,
120,04210LAC,LAC,GSW,2,593,Shooting foul by A. Iguodala (drawn by G. Temple),,28,35,,,,,shooting,A. Iguodala ,G. Temple ,,,,,,,,,
121,04210LAC,LAC,GSW,2,593,G. Temple misses free throw 1 of 2,,28,35,,,,,,,,,,G. Temple ,0,1 of 2,,,,
122,04210LAC,LAC,GSW,2,593,Offensive rebound by Team,,28,35,,,,,,,,Team ,offensive,,,,,,,
123,04210LAC,LAC,GSW,2,593,G. Temple misses free throw 2 of 2,,28,35,,,,,,,,,,G. Temple ,0,2 of 2,,,,
124,04210LAC,LAC,GSW,2,591,,Defensive rebound by A. Bogut,28,35,,,,,,,,A. Bogut ,defensive,,,,,,,
125,04210LAC,LAC,GSW,2,569,,Personal foul by L. Williams (drawn by A. Bogut),28,35,,,,,personal,L. Williams ,A. Bogut ,,,,,,,,,
126,04210LAC,LAC,GSW,2,564,,S. Livingston misses 2-pt jump shot from 15 ft,28,35,S. Livingston ,2.0,0,,,,,,,,,,,,,
127,04210LAC,LAC,GSW,2,559,Defensive rebound by W. Chandler,,28,35,,,,,,,,W. Chandler ,defensive,,,,,,,
128,04210LAC,LAC,GSW,2,548,J. Robinson makes 3-pt jump shot from 26 ft (assist by W. Chandler),,31,35,J. Robinson ,3.0,1,,,,,,,,,,,,,
129,04210LAC,LAC,GSW,2,527,,A. Iguodala misses 2-pt jump shot from 20 ft,31,35,A. Iguodala ,2.0,0,,,,,,,,,,,,,
130,04210LAC,LAC,GSW,2,524,Defensive rebound by W. Chandler,,31,35,,,,,,,,W. Chandler ,defensive,,,,,,,
131,04210LAC,LAC,GSW,2,523,Turnover by W. Chandler (lost ball; steal by A. McKinnie),,31,35,,,,,,,,,,,,,,,W. Chandler ,steal
132,04210LAC,LAC,GSW,2,522,,Personal foul by M. Harrell (drawn by S. Livingston),31,35,,,,,personal,M. Harrell ,S. Livingston ,,,,,,,,,
133,04210LAC,LAC,GSW,2,522,,K. Thompson enters the game for A. Iguodala,31,35,,,,,,,,,,,,,K. Thompson - GSW,A. Iguodala - GSW,,
134,04210LAC,LAC,GSW,2,515,,S. Curry misses 3-pt jump shot from 26 ft,31,35,S. Curry ,3.0,0,,,,,,,,,,,,,
135,04210LAC,LAC,GSW,2,510,Defensive rebound by M. Harrell,,31,35,,,,,,,,M. Harrell ,defensive,,,,,,,
136,04210LAC,LAC,GSW,2,506,Shooting foul by A. Bogut (drawn by J. Robinson),,31,35,,,,,shooting,A. Bogut ,J. Robinson ,,,,,,,,,
137,04210LAC,LAC,GSW,2,506,J. Robinson makes free throw 1 of 2,,32,35,,,,,,,,,,J. Robinson ,1,1 of 2,,,,
138,04210LAC,LAC,GSW,2,506,,K. Looney enters the game for A. Bogut,32,35,,,,,,,,,,,,,K. Looney - GSW,A. Bogut - GSW,,
139,04210LAC,LAC,GSW,2,506,J. Robinson makes free throw 2 of 2,,33,35,,,,,,,,,,J. Robinson ,1,2 of 2,,,,
140,04210LAC,LAC,GSW,2,493,,Turnover by S. Curry (bad pass; steal by J. Robinson),33,35,,,,,,,,,,,,,,,S. Curry ,steal
141,04210LAC,LAC,GSW,2,490,J. Robinson makes 2-pt dunk from 1 ft,,35,35,J. Robinson ,2.0,1,,,,,,,,,,,,,
142,04210LAC,LAC,GSW,2,490,,K. Durant enters the game for A. McKinnie,35,35,,,,,,,,,,,,,K. Durant - GSW,A. McKinnie - GSW,,
143,04210LAC,LAC,GSW,2,472,,K. Durant makes 2-pt jump shot from 19 ft,35,37,K. Durant ,2.0,1,,,,,,,,,,,,,
144,04210LAC,LAC,GSW,2,459,L. Williams misses 3-pt jump shot from 25 ft,,35,37,L. Williams ,3.0,0,,,,,,,,,,,,,
145,04210LAC,LAC,GSW,2,457,,Defensive rebound by S. Curry,35,37,,,,,,,,S. Curry ,defensive,,,,,,,
146,04210LAC,LAC,GSW,2,455,,Shooting foul by W. Chandler (drawn by S. Livingston),35,37,,,,,shooting,W. Chandler ,S. Livingston ,,,,,,,,,
147,04210LAC,LAC,GSW,2,455,,S. Livingston makes free throw 1 of 2,35,38,,,,,,,,,,S. Livingston ,1,1 of 2,,,,
148,04210LAC,LAC,GSW,2,455,S. Gilgeous-Alexander enters the game for G. Temple,,35,38,,,,,,,,,,,,,S. Gilgeous-Alexander - LAC,G. Temple - LAC,,
149,04210LAC,LAC,GSW,2,455,,S. Livingston makes free throw 2 of 2,35,39,,,,,,,,,,S. Livingston ,1,2 of 2,,,,
150,04210LAC,LAC,GSW,2,436,L. Williams makes 2-pt jump shot from 2 ft (assist by M. Harrell),,37,39,L. Williams ,2.0,1,,,,,,,,,,,,,
151,04210LAC,LAC,GSW,2,416,,K. Thompson makes 3-pt jump shot from 24 ft (assist by K. Durant),37,42,K. Thompson ,3.0,1,,,,,,,,,,,,,
152,04210LAC,LAC,GSW,2,397,Personal foul by S. Livingston (drawn by W. Chandler),,37,42,,,,,personal,S. Livingston ,W. Chandler ,,,,,,,,,
153,04210LAC,LAC,GSW,2,397,D. Gallinari enters the game for W. Chandler,,37,42,,,,,,,,,,,,,D. Gallinari - LAC,W. Chandler - LAC,,
154,04210LAC,LAC,GSW,2,391,M. Harrell makes 2-pt jump shot from 4 ft (assist by L. Williams),,39,42,M. Harrell ,2.0,1,,,,,,,,,,,,,
155,04210LAC,LAC,GSW,2,379,,K. Looney makes 2-pt dunk from 1 ft (assist by S. Curry),39,44,K. Looney ,2.0,1,,,,,,,,,,,,,
156,04210LAC,LAC,GSW,2,369,Shooting foul by K. Thompson (drawn by L. Williams),,39,44,,,,,shooting,K. Thompson ,L. Williams ,,,,,,,,,
157,04210LAC,LAC,GSW,2,369,L. Williams misses free throw 1 of 2,,39,44,,,,,,,,,,L. Williams ,0,1 of 2,,,,
158,04210LAC,LAC,GSW,2,369,Offensive rebound by Team,,39,44,,,,,,,,Team ,offensive,,,,,,,
159,04210LAC,LAC,GSW,2,369,,D. Green enters the game for S. Livingston,39,44,,,,,,,,,,,,,D. Green - GSW,S. Livingston - GSW,,
160,04210LAC,LAC,GSW,2,369,P. Beverley enters the game for J. Robinson,,39,44,,,,,,,,,,,,,P. Beverley - LAC,J. Robinson - LAC,,
161,04210LAC,LAC,GSW,2,369,L. Williams makes free throw 2 of 2,,40,44,,,,,,,,,,L. Williams ,1,2 of 2,,,,
162,04210LAC,LAC,GSW,2,359,,S. Curry makes 2-pt layup from 1 ft,40,46,S. Curry ,2.0,1,,,,,,,,,,,,,
163,04210LAC,LAC,GSW,2,346,M. Harrell misses 2-pt layup from 2 ft,,40,46,M. Harrell ,2.0,0,,,,,,,,,,,,,
164,04210LAC,LAC,GSW,2,344,,Defensive rebound by K. Looney,40,46,,,,,,,,K. Looney ,defensive,,,,,,,
165,04210LAC,LAC,GSW,2,330,,K. Thompson makes 3-pt jump shot from 24 ft (assist by K. Durant),40,49,K. Thompson ,3.0,1,,,,,,,,,,,,,
166,04210LAC,LAC,GSW,2,311,D. Gallinari misses 2-pt layup from 1 ft (block by D. Green),,40,49,D. Gallinari ,2.0,0,D. Green ,,,,,,,,,,,,
167,04210LAC,LAC,GSW,2,308,,Defensive rebound by K. Durant,40,49,,,,,,,,K. Durant ,defensive,,,,,,,
168,04210LAC,LAC,GSW,2,305,,S. Curry misses 3-pt jump shot from 26 ft,40,49,S. Curry ,3.0,0,,,,,,,,,,,,,
169,04210LAC,LAC,GSW,2,303,Defensive rebound by Team,,40,49,,,,,,,,Team ,defensive,,,,,,,
170,04210LAC,LAC,GSW,2,303,,Loose ball foul by K. Looney (drawn by S. Gilgeous-Alexander),40,49,,,,,loose ball,K. Looney ,S. Gilgeous-Alexander ,,,,,,,,,
171,04210LAC,LAC,GSW,2,303,S. Gilgeous-Alexander makes free throw 1 of 2,,41,49,,,,,,,,,,S. Gilgeous-Alexander ,1,1 of 2,,,,
172,04210LAC,LAC,GSW,2,303,,A. Iguodala enters the game for K. Looney,41,49,,,,,,,,,,,,,A. Iguodala - GSW,K. Looney - GSW,,
173,04210LAC,LAC,GSW,2,303,J. Green enters the game for M. Harrell,,41,49,,,,,,,,,,,,,J. Green - LAC,M. Harrell - LAC,,
174,04210LAC,LAC,GSW,2,303,L. Shamet enters the game for L. Williams,,41,49,,,,,,,,,,,,,L. Shamet - LAC,L. Williams - LAC,,
175,04210LAC,LAC,GSW,2,303,S. Gilgeous-Alexander makes free throw 2 of 2,,42,49,,,,,,,,,,S. Gilgeous-Alexander ,1,2 of 2,,,,
176,04210LAC,LAC,GSW,2,285,,Personal foul by P. Beverley (drawn by A. Iguodala),42,49,,,,,personal,P. Beverley ,A. Iguodala ,,,,,,,,,
177,04210LAC,LAC,GSW,2,274,,K. Thompson misses 3-pt jump shot from 25 ft,42,49,K. Thompson ,3.0,0,,,,,,,,,,,,,
178,04210LAC,LAC,GSW,2,270,Defensive rebound by D. Gallinari,,42,49,,,,,,,,D. Gallinari ,defensive,,,,,,,
179,04210LAC,LAC,GSW,2,256,Personal foul by S. Curry (drawn by J. Green),,42,49,,,,,personal,S. Curry ,J. Green ,,,,,,,,,
180,04210LAC,LAC,GSW,2,256,J. Green misses free throw 1 of 2,,42,49,,,,,,,,,,J. Green ,0,1 of 2,,,,
181,04210LAC,LAC,GSW,2,256,Offensive rebound by Team,,42,49,,,,,,,,Team ,offensive,,,,,,,
182,04210LAC,LAC,GSW,2,256,J. Green makes free throw 2 of 2,,43,49,,,,,,,,,,J. Green ,1,2 of 2,,,,
