,URL,HomeTeam,AwayTeam,Quarter,SecLeft,HomePlay,AwayPlay,HomeScore,AwayScore,Shooter,ShotType,ShotOutcome,Blocker,FoulType,Fouler,Fouled,Rebounder,ReboundType,FreeThrowShooter,FreeThrowOutcome,FreeThrowNum,EnterGame,LeaveGame,TurnoverPlayer,TurnoverType
454,10220TOR,TOR,NOP,4,312,,Technical foul by M. Gasol,103,105,,,,,technical,M. Gasol ,,,,,,,,,,
455,10220TOR,TOR,NOP,4,312,,Offensive rebound by Team,103,105,,,,,,,,Team ,offensive,,,,,,,
457,10220TOR,TOR,NOP,4,312,,J. Okafor makes free throw 1 of 1,103,106,,,,,,,,,,J. Okafor ,1,1 of 1,,,,
458,10220TOR,TOR,NOP,4,299,P. Siakam misses 2-pt layup from 3 ft (block by J. Okafor),,103,106,P. Siakam ,2.0,0,J. Okafor ,,,,,,,,,,,,
459,10220TOR,TOR,NOP,4,298,Offensive rebound by P. Siakam,,103,106,,,,,,,,P. Siakam ,offensive,,,,,,,
460,10220TOR,TOR,NOP,4,298,P. Siakam misses 2-pt layup at rim,,103,106,P. Siakam ,2.0,0,,,,,,,,,,,,,
461,10220TOR,TOR,NOP,4,298,Offensive rebound by P. Siakam,,103,106,,,,,,,,P. Siakam ,offensive,,,,,,,
462,10220TOR,TOR,NOP,4,298,Personal foul by B. Ingram (drawn by P. Siakam),,103,106,,,,,personal,B. Ingram ,P. Siakam ,,,,,,,,,
463,10220TOR,TOR,NOP,4,290,Turnover by K. Lowry (bad pass),,103,106,,,,,,,,,,,,,,,K. Lowry ,common_tov
464,10220TOR,TOR,NOP,4,269,,F. Jackson makes 3-pt jump shot from 25 ft (assist by B. Ingram),103,109,F. Jackson ,3.0,1,,,,,,,,,,,,,
465,10220TOR,TOR,NOP,4,255,F. VanVleet misses 3-pt jump shot from 26 ft,,103,109,F. VanVleet ,3.0,0,,,,,,,,,,,,,
466,10220TOR,TOR,NOP,4,254,Offensive rebound by Team,,103,109,,,,,,,,Team ,offensive,,,,,,,
467,10220TOR,TOR,NOP,4,249,Turnover by P. Siakam (traveling),,103,109,,,,,,,,,,,,,,,P. Siakam ,common_tov
469,10220TOR,TOR,NOP,4,249,O. Anunoby enters the game for N. Powell,,103,109,,,,,,,,,,,,,O. Anunoby - TOR,N. Powell - TOR,,
470,10220TOR,TOR,NOP,4,229,,J. Hart misses 2-pt layup from 3 ft (block by O. Anunoby),103,109,J. Hart ,2.0,0,O. Anunoby ,,,,,,,,,,,,
471,10220TOR,TOR,NOP,4,226,Defensive rebound by F. VanVleet,,103,109,,,,,,,,F. VanVleet ,defensive,,,,,,,
472,10220TOR,TOR,NOP,4,220,Personal foul by F. Jackson (drawn by F. VanVleet),,103,109,,,,,personal,F. Jackson ,F. VanVleet ,,,,,,,,,
473,10220TOR,TOR,NOP,4,220,F. VanVleet makes free throw 1 of 2,,104,109,,,,,,,,,,F. VanVleet ,1,1 of 2,,,,
474,10220TOR,TOR,NOP,4,220,F. VanVleet makes free throw 2 of 2,,105,109,,,,,,,,,,F. VanVleet ,1,2 of 2,,,,
475,10220TOR,TOR,NOP,4,208,,B. Ingram misses 2-pt jump shot from 7 ft,105,109,B. Ingram ,2.0,0,,,,,,,,,,,,,
476,10220TOR,TOR,NOP,4,204,Defensive rebound by P. Siakam,,105,109,,,,,,,,P. Siakam ,defensive,,,,,,,
477,10220TOR,TOR,NOP,4,198,P. Siakam makes 2-pt layup from 3 ft (assist by F. VanVleet),,107,109,P. Siakam ,2.0,1,,,,,,,,,,,,,
478,10220TOR,TOR,NOP,4,198,Shooting foul by J. Okafor (drawn by P. Siakam),,107,109,,,,,shooting,J. Okafor ,P. Siakam ,,,,,,,,,
479,10220TOR,TOR,NOP,4,198,P. Siakam makes free throw 1 of 1,,108,109,,,,,,,,,,P. Siakam ,1,1 of 1,,,,
480,10220TOR,TOR,NOP,4,182,,B. Ingram misses 3-pt jump shot from 23 ft,108,109,B. Ingram ,3.0,0,,,,,,,,,,,,,
481,10220TOR,TOR,NOP,4,179,Defensive rebound by P. Siakam,,108,109,,,,,,,,P. Siakam ,defensive,,,,,,,
482,10220TOR,TOR,NOP,4,171,P. Siakam makes 2-pt jump shot from 7 ft (assist by K. Lowry),,110,109,P. Siakam ,2.0,1,,,,,,,,,,,,,
483,10220TOR,TOR,NOP,4,157,,Shooting foul by P. Siakam (drawn by J. Okafor),110,109,,,,,shooting,P. Siakam ,J. Okafor ,,,,,,,,,
484,10220TOR,TOR,NOP,4,157,,J. Okafor misses free throw 1 of 2,110,109,,,,,,,,,,J. Okafor ,0,1 of 2,,,,
485,10220TOR,TOR,NOP,4,157,,Offensive rebound by Team,110,109,,,,,,,,Team ,offensive,,,,,,,
486,10220TOR,TOR,NOP,4,157,,J. Okafor makes free throw 2 of 2,110,110,,,,,,,,,,J. Okafor ,1,2 of 2,,,,
487,10220TOR,TOR,NOP,4,134,Shooting foul by J. Okafor (drawn by K. Lowry),,110,110,,,,,shooting,J. Okafor ,K. Lowry ,,,,,,,,,
488,10220TOR,TOR,NOP,4,134,,N. Melli enters the game for J. Okafor,110,110,,,,,,,,,,,,,N. Melli - NOP,J. Okafor - NOP,,
489,10220TOR,TOR,NOP,4,134,S. Ibaka enters the game for M. Gasol,,110,110,,,,,,,,,,,,,S. Ibaka - TOR,M. Gasol - TOR,,
490,10220TOR,TOR,NOP,4,134,Offensive rebound by Team,,110,110,,,,,,,,Team ,offensive,,,,,,,
491,10220TOR,TOR,NOP,4,134,K. Lowry misses free throw 1 of 3,,110,110,,,,,,,,,,K. Lowry ,0,1 of 3,,,,
492,10220TOR,TOR,NOP,4,134,K. Lowry makes free throw 2 of 3,,111,110,,,,,,,,,,K. Lowry ,1,2 of 3,,,,
493,10220TOR,TOR,NOP,4,134,,J. Redick enters the game for F. Jackson,111,110,,,,,,,,,,,,,J. Redick - NOP,F. Jackson - NOP,,
494,10220TOR,TOR,NOP,4,134,K. Lowry makes free throw 3 of 3,,112,110,,,,,,,,,,K. Lowry ,1,3 of 3,,,,
495,10220TOR,TOR,NOP,4,123,,J. Holiday makes 2-pt layup from 1 ft,112,112,J. Holiday ,2.0,1,,,,,,,,,,,,,
496,10220TOR,TOR,NOP,4,99,K. Lowry misses 3-pt jump shot from 27 ft,,112,112,K. Lowry ,3.0,0,,,,,,,,,,,,,
497,10220TOR,TOR,NOP,4,96,,Defensive rebound by N. Melli,112,112,,,,,,,,N. Melli ,defensive,,,,,,,
498,10220TOR,TOR,NOP,4,88,,J. Hart makes 3-pt jump shot from 25 ft (assist by B. Ingram),112,115,J. Hart ,3.0,1,,,,,,,,,,,,,
500,10220TOR,TOR,NOP,4,88,M. Gasol enters the game for S. Ibaka,,112,115,,,,,,,,,,,,,M. Gasol - TOR,S. Ibaka - TOR,,
501,10220TOR,TOR,NOP,4,79,F. VanVleet makes 3-pt jump shot from 22 ft (assist by K. Lowry),,115,115,F. VanVleet ,3.0,1,,,,,,,,,,,,,
502,10220TOR,TOR,NOP,4,59,,J. Redick makes 2-pt jump shot from 19 ft (assist by N. Melli),115,117,J. Redick ,2.0,1,,,,,,,,,,,,,
503,10220TOR,TOR,NOP,4,50,Offensive foul by P. Siakam (drawn by J. Redick),,115,117,,,,,offensive,P. Siakam ,J. Redick ,,,,,,,,,
504,10220TOR,TOR,NOP,4,50,Turnover by P. Siakam (offensive foul),,115,117,,,,,,,,,,,,,,,P. Siakam ,common_tov
505,10220TOR,TOR,NOP,4,50,N. Powell enters the game for P. Siakam,,115,117,,,,,,,,,,,,,N. Powell - TOR,P. Siakam - TOR,,
506,10220TOR,TOR,NOP,4,32,,Turnover by J. Hart (lost ball; steal by F. VanVleet),115,117,,,,,,,,,,,,,,,J. Hart ,steal
507,10220TOR,TOR,NOP,4,29,Shooting foul by J. Hart (drawn by K. Lowry),,115,117,,,,,shooting,J. Hart ,K. Lowry ,,,,,,,,,
508,10220TOR,TOR,NOP,4,29,K. Lowry makes free throw 1 of 2,,116,117,,,,,,,,,,K. Lowry ,1,1 of 2,,,,
509,10220TOR,TOR,NOP,4,29,K. Lowry makes free throw 2 of 2,,117,117,,,,,,,,,,K. Lowry ,1,2 of 2,,,,
511,10220TOR,TOR,NOP,4,10,,J. Holiday misses 3-pt jump shot from 25 ft,117,117,J. Holiday ,3.0,0,,,,,,,,,,,,,
512,10220TOR,TOR,NOP,4,8,Defensive rebound by N. Powell,,117,117,,,,,,,,N. Powell ,defensive,,,,,,,
514,10220TOR,TOR,NOP,4,8,,F. Jackson enters the game for N. Melli,117,117,,,,,,,,,,,,,F. Jackson - NOP,N. Melli - NOP,,
515,10220TOR,TOR,NOP,4,8,,K. Williams enters the game for J. Redick,117,117,,,,,,,,,,,,,K. Williams - NOP,J. Redick - NOP,,
516,10220TOR,TOR,NOP,4,0,N. Powell misses 3-pt jump shot from 28 ft,,117,117,N. Powell ,3.0,0,,,,,,,,,,,,,
517,10220TOR,TOR,NOP,4,0,Offensive rebound by Team,,117,117,,,,,,,,Team ,offensive,,,,,,,
518,10220TOR,TOR,NOP,4,0,,End of 4th quarter,117,117,,,,,,,,,,,,,,,,
