,URL,HomeTeam,AwayTeam,Quarter,SecLeft,HomePlay,AwayPlay,HomeScore,AwayScore,Shooter,ShotType,ShotOutcome,Blocker,FoulType,Fouler,Fouled,Rebounder,ReboundType,FreeThrowShooter,FreeThrowOutcome,FreeThrowNum,EnterGame,LeaveGame,TurnoverPlayer,TurnoverType
252,10220TOR,TOR,NOP,4,696,Shooting foul by K. Williams (drawn by P. Siakam),,88,86,,,,,shooting,K. Williams ,P. Siakam ,,,,,,,,,
253,10220TOR,TOR,NOP,4,696,P. Siakam misses free throw 1 of 2,,88,86,,,,,,,,,,P. Siakam ,0,1 of 2,,,,
254,10220TOR,TOR,NOP,4,696,P. Siakam makes free throw 2 of 2,,89,86,,,,,,,,,,P. Siakam ,1,2 of 2,,,,
255,10220TOR,TOR,NOP,4,686,,Shooting foul by K. Lowry (drawn by F. Jackson),89,86,,,,,shooting,K. Lowry ,F. Jackson ,,,,,,,,,
256,10220TOR,TOR,NOP,4,686,,F. Jackson makes free throw 1 of 2,89,87,,,,,,,,,,F. Jackson ,1,1 of 2,,,,
257,10220TOR,TOR,NOP,4,686,,F. Jackson makes free throw 2 of 2,89,88,,,,,,,,,,F. Jackson ,1,2 of 2,,,,
258,10220TOR,TOR,NOP,4,667,Turnover by S. Ibaka (bad pass),,89,88,,,,,,,,,,,,,,,S. Ibaka ,common_tov
259,10220TOR,TOR,NOP,4,654,,N. Melli makes 2-pt jump shot from 17 ft,89,90,N. Melli ,2.0,1,,,,,,,,,,,,,
260,10220TOR,TOR,NOP,4,642,S. Ibaka misses 2-pt jump shot from 16 ft,,89,90,S. Ibaka ,2.0,0,,,,,,,,,,,,,
261,10220TOR,TOR,NOP,4,630,,J. Holiday makes 3-pt jump shot from 25 ft,89,93,J. Holiday ,3.0,1,,,,,,,,,,,,,
262,10220TOR,TOR,NOP,4,608,P. Siakam makes 2-pt hook shot from 7 ft,,91,93,P. Siakam ,2.0,1,,,,,,,,,,,,,
263,10220TOR,TOR,NOP,4,597,,J. Hart misses 2-pt jump shot from 9 ft,91,93,J. Hart ,2.0,0,,,,,,,,,,,,,
264,10220TOR,TOR,NOP,4,590,P. Siakam misses 2-pt layup from 3 ft (block by J. Holiday),,91,93,P. Siakam ,2.0,0,J. Holiday ,,,,,,,,,,,,
265,10220TOR,TOR,NOP,4,586,Personal foul by J. Hart (drawn by K. Lowry),,91,93,,,,,personal,J. Hart ,K. Lowry ,,,,,,,,,
266,10220TOR,TOR,NOP,4,578,K. Lowry misses 3-pt jump shot from 26 ft,,91,93,K. Lowry ,3.0,0,,,,,,,,,,,,,
267,10220TOR,TOR,NOP,4,561,,J. Hart makes 3-pt jump shot from 23 ft (assist by K. Williams),91,96,J. Hart ,3.0,1,,,,,,,,,,,,,
268,10220TOR,TOR,NOP,4,546,T. Davis makes 3-pt jump shot from 26 ft (assist by K. Lowry),,94,96,T. Davis ,3.0,1,,,,,,,,,,,,,
269,10220TOR,TOR,NOP,4,535,,Offensive foul by F. Jackson (drawn by T. Davis),94,96,,,,,offensive,F. Jackson ,T. Davis ,,,,,,,,,
270,10220TOR,TOR,NOP,4,535,,Turnover by F. Jackson (offensive foul),94,96,,,,,,,,,,,,,,,F. Jackson ,common_tov
271,10220TOR,TOR,NOP,4,518,T. Davis misses 3-pt jump shot from 24 ft,,94,96,T. Davis ,3.0,0,,,,,,,,,,,,,
272,10220TOR,TOR,NOP,4,510,,Shooting foul by P. Siakam (drawn by K. Williams),94,96,,,,,shooting,P. Siakam ,K. Williams ,,,,,,,,,
273,10220TOR,TOR,NOP,4,510,,K. Williams makes free throw 1 of 3,94,97,,,,,,,,,,K. Williams ,1,1 of 3,,,,
274,10220TOR,TOR,NOP,4,510,,K. Williams makes free throw 2 of 3,94,98,,,,,,,,,,K. Williams ,1,2 of 3,,,,
275,10220TOR,TOR,NOP,4,510,,K. Williams makes free throw 3 of 3,94,99,,,,,,,,,,K. Williams ,1,3 of 3,,,,
276,10220TOR,TOR,NOP,4,499,N. Powell makes 3-pt jump shot from 25 ft (assist by T. Davis),,97,99,N. Powell ,3.0,1,,,,,,,,,,,,,
277,10220TOR,TOR,NOP,4,484,,F. Jackson misses 3-pt jump shot from 24 ft,97,99,F. Jackson ,3.0,0,,,,,,,,,,,,,
278,10220TOR,TOR,NOP,4,467,S. Ibaka misses 2-pt jump shot from 20 ft,,97,99,S. Ibaka ,2.0,0,,,,,,,,,,,,,
279,10220TOR,TOR,NOP,4,451,,F. Jackson misses 3-pt jump shot from 23 ft,97,99,F. Jackson ,3.0,0,,,,,,,,,,,,,
280,10220TOR,TOR,NOP,4,442,,J. Hart misses 3-pt jump shot from 24 ft,97,99,J. Hart ,3.0,0,,,,,,,,,,,,,
281,10220TOR,TOR,NOP,4,431,P. Siakam makes 3-pt jump shot from 23 ft (assist by N. Powell),,100,99,P. Siakam ,3.0,1,,,,,,,,,,,,,
282,10220TOR,TOR,NOP,4,416,,J. Hart misses 2-pt jump shot from 10 ft,100,99,J. Hart ,2.0,0,,,,,,,,,,,,,
283,10220TOR,TOR,NOP,4,405,,J. Holiday misses 3-pt jump shot from 25 ft,100,99,J. Holiday ,3.0,0,,,,,,,,,,,,,
284,10220TOR,TOR,NOP,4,404,,Loose ball foul by K. Williams (drawn by K. Lowry),100,99,,,,,loose ball,K. Williams ,K. Lowry ,,,,,,,,,
285,10220TOR,TOR,NOP,4,389,P. Siakam makes 3-pt jump shot from 25 ft (assist by F. VanVleet),,103,99,P. Siakam ,3.0,1,,,,,,,,,,,,,
286,10220TOR,TOR,NOP,4,379,,Personal foul by M. Gasol (drawn by J. Okafor),103,99,,,,,personal,M. Gasol ,J. Okafor ,,,,,,,,,
287,10220TOR,TOR,NOP,4,368,,F. Jackson makes 2-pt layup from 2 ft,103,101,F. Jackson ,2.0,1,,,,,,,,,,,,,
288,10220TOR,TOR,NOP,4,351,K. Lowry misses 2-pt layup from 2 ft,,103,101,K. Lowry ,2.0,0,,,,,,,,,,,,,
289,10220TOR,TOR,NOP,4,345,,B. Ingram makes 2-pt dunk at rim (assist by J. Holiday),103,103,B. Ingram ,2.0,1,,,,,,,,,,,,,
290,10220TOR,TOR,NOP,4,345,,Technical foul by K. Lowry,103,103,,,,,technical,K. Lowry ,,,,,,,,,,
291,10220TOR,TOR,NOP,4,321,M. Gasol misses 2-pt hook shot from 5 ft,,103,103,M. Gasol ,2.0,0,,,,,,,,,,,,,
292,10220TOR,TOR,NOP,4,312,,J. Okafor makes 2-pt layup from 2 ft (assist by B. Ingram),103,105,J. Okafor ,2.0,1,,,,,,,,,,,,,
293,10220TOR,TOR,NOP,4,312,,Shooting foul by M. Gasol (drawn by J. Okafor),103,105,,,,,shooting,M. Gasol ,J. Okafor ,,,,,,,,,
294,10220TOR,TOR,NOP,4,312,,Technical foul by M. Gasol,103,105,,,,,technical,M. Gasol ,,,,,,,,,,
295,10220TOR,TOR,NOP,4,312,,J. Okafor makes free throw 1 of 1,103,106,,,,,,,,,,J. Okafor ,1,1 of 1,,,,
296,10220TOR,TOR,NOP,4,299,P. Siakam misses 2-pt layup from 3 ft (block by J. Okafor),,103,106,P. Siakam ,2.0,0,J. Okafor ,,,,,,,,,,,,
297,10220TOR,TOR,NOP,4,298,P. Siakam misses 2-pt layup at rim,,103,106,P. Siakam ,2.0,0,,,,,,,,,,,,,
298,10220TOR,TOR,NOP,4,298,Personal foul by B. Ingram (drawn by P. Siakam),,103,106,,,,,personal,B. Ingram ,P. Siakam ,,,,,,,,,
299,10220TOR,TOR,NOP,4,290,Turnover by K. Lowry (bad pass),,103,106,,,,,,,,,,,,,,,K. Lowry ,common_tov
300,10220TOR,TOR,NOP,4,269,,F. Jackson makes 3-pt jump shot from 25 ft (assist by B. Ingram),103,109,F. Jackson ,3.0,1,,,,,,,,,,,,,
301,10220TOR,TOR,NOP,4,255,F. VanVleet misses 3-pt jump shot from 26 ft,,103,109,F. VanVleet ,3.0,0,,,,,,,,,,,,,
302,10220TOR,TOR,NOP,4,249,Turnover by P. Siakam (traveling),,103,109,,,,,,,,,,,,,,,P. Siakam ,common_tov
303,10220TOR,TOR,NOP,4,229,,J. Hart misses 2-pt layup from 3 ft (block by O. Anunoby),103,109,J. Hart ,2.0,0,O. Anunoby ,,,,,,,,,,,,
304,10220TOR,TOR,NOP,4,220,Personal foul by F. Jackson (drawn by F. VanVleet),,103,109,,,,,personal,F. Jackson ,F. VanVleet ,,,,,,,,,
305,10220TOR,TOR,NOP,4,220,F. VanVleet makes free throw 1 of 2,,104,109,,,,,,,,,,F. VanVleet ,1,1 of 2,,,,
306,10220TOR,TOR,NOP,4,220,F. VanVleet makes free throw 2 of 2,,105,109,,,,,,,,,,F. VanVleet ,1,2 of 2,,,,
307,10220TOR,TOR,NOP,4,208,,B. Ingram misses 2-pt jump shot from 7 ft,105,109,B. Ingram ,2.0,0,,,,,,,,,,,,,
308,10220TOR,TOR,NOP,4,198,P. Siakam makes 2-pt layup from 3 ft (assist by F. VanVleet),,107,109,P. Siakam ,2.0,1,,,,,,,,,,,,,
309,10220TOR,TOR,NOP,4,198,Shooting foul by J. Okafor (drawn by P. Siakam),,107,109,,,,,shooting,J. Okafor ,P. Siakam ,,,,,,,,,
310,10220TOR,TOR,NOP,4,198,P. Siakam makes free throw 1 of 1,,108,109,,,,,,,,,,P. Siakam ,1,1 of 1,,,,
311,10220TOR,TOR,NOP,4,182,,B. Ingram misses 3-pt jump shot from 23 ft,108,109,B. Ingram ,3.0,0,,,,,,,,,,,,,
312,10220TOR,TOR,NOP,4,171,P. Siakam makes 2-pt jump shot from 7 ft (assist by K. Lowry),,110,109,P. Siakam ,2.0,1,,,,,,,,,,,,,
313,10220TOR,TOR,NOP,4,157,,Shooting foul by P. Siakam (drawn by J. Okafor),110,109,,,,,shooting,P. Siakam ,J. Okafor ,,,,,,,,,
314,10220TOR,TOR,NOP,4,157,,J. Okafor misses free throw 1 of 2,110,109,,,,,,,,,,J. Okafor ,0,1 of 2,,,,
315,10220TOR,TOR,NOP,4,157,,J. Okafor makes free throw 2 of 2,110,110,,,,,,,,,,J. Okafor ,1,2 of 2,,,,
316,10220TOR,TOR,NOP,4,134,Shooting foul by J. Okafor (drawn by K. Lowry),,110,110,,,,,shooting,J. Okafor ,K. Lowry ,,,,,,,,,
317,10220TOR,TOR,NOP,4,134,K. Lowry misses free throw 1 of 3,,110,110,,,,,,,,,,K. Lowry ,0,1 of 3,,,,
318,10220TOR,TOR,NOP,4,134,K. Lowry makes free throw 2 of 3,,111,110,,,,,,,,,,K. Lowry ,1,2 of 3,,,,
319,10220TOR,TOR,NOP,4,134,K. Lowry makes free throw 3 of 3,,112,110,,,,,,,,,,K. Lowry ,1,3 of 3,,,,
320,10220TOR,TOR,NOP,4,123,,J. Holiday makes 2-pt layup from 1 ft,112,112,J. Holiday ,2.0,1,,,,,,,,,,,,,
321,10220TOR,TOR,NOP,4,99,K. Lowry misses 3-pt jump shot from 27 ft,,112,112,K. Lowry ,3.0,0,,,,,,,,,,,,,
322,10220TOR,TOR,NOP,4,88,,J. Hart makes 3-pt jump shot from 25 ft (assist by B. Ingram),112,115,J. Hart ,3.0,1,,,,,,,,,,,,,
323,10220TOR,TOR,NOP,4,79,F. VanVleet makes 3-pt jump shot from 22 ft (assist by K. Lowry),,115,115,F. VanVleet ,3.0,1,,,,,,,,,,,,,
324,10220TOR,TOR,NOP,4,59,,J. Redick makes 2-pt jump shot from 19 ft (assist by N. Melli),115,117,J. Redick ,2.0,1,,,,,,,,,,,,,
325,10220TOR,TOR,NOP,4,50,Offensive foul by P. Siakam (drawn by J. Redick),,115,117,,,,,offensive,P. Siakam ,J. Redick ,,,,,,,,,
326,10220TOR,TOR,NOP,4,50,Turnover by P. Siakam (offensive foul),,115,117,,,,,,,,,,,,,,,P. Siakam ,common_tov
327,10220TOR,TOR,NOP,4,32,,Turnover by J. Hart (lost ball; steal by F. VanVleet),115,117,,,,,,,,,,,,,,,J. Hart ,steal
328,10220TOR,TOR,NOP,4,29,Shooting foul by J. Hart (drawn by K. Lowry),,115,117,,,,,shooting,J. Hart ,K. Lowry ,,,,,,,,,
329,10220TOR,TOR,NOP,4,29,K. Lowry makes free throw 1 of 2,,116,117,,,,,,,,,,K. Lowry ,1,1 of 2,,,,
330,10220TOR,TOR,NOP,4,29,K. Lowry makes free throw 2 of 2,,117,117,,,,,,,,,,K. Lowry ,1,2 of 2,,,,
331,10220TOR,TOR,NOP,4,10,,J. Holiday misses 3-pt jump shot from 25 ft,117,117,J. Holiday ,3.0,0,,,,,,,,,,,,,
332,10220TOR,TOR,NOP,4,0,N. Powell misses 3-pt jump shot from 28 ft,,117,117,N. Powell ,3.0,0,,,,,,,,,,,,,
333,10220TOR,TOR,NOP,4,0,,End of 4th quarter,117,117,,,,,,,,,,,,,,,,
